plantName,projectNumber,sampleID,product,milkType,size,container,dateProcessed,dateCode,dateInitial,count_DI_SPC,count_DI_CVTA,count_D7_SPC,count_D7_CVTA,count_D14_SPC,count_D14_CVTA,count_D21_SPC,count_D21_CVTA,censor_DI_SPC,censor_DI_CVTA,censor_D7_SPC,censor_D7_CVTA,censor_D14_SPC,censor_D14_CVTA,censor_D21_SPC,censor_D21_CVTA,dataValue_DI_SPC,dataValue_DI_CVTA,dataValue_D7_SPC,dataValue_D7_CVTA,dataValue_D14_SPC,dataValue_D14_CVTA,dataValue_D21_SPC,dataValue_D21_CVTA,countability_DI_SPC,countability_DI_CVTA,countability_D7_SPC,countability_D7_CVTA,countability_D14_SPC,countability_D14_CVTA,countability_D21_SPC,countability_D21_CVTA,flavorName,fatLevel,creamline,ID
HVF Bottling,506,63,Core,Skim White,½ Gal,Plastic,2022-10-31,2022-11-18,2022-11-03,100 E,< 20 E,74000,73000,940000000,980000000,,,,<,,,,,,,100,20,74000,73000,940000000,980000000,,,E,E,,,,,,,White,Skim,,6772
HVF Bottling,506,64,Core,1% White,½ Gal,Plastic,2022-10-31,2022-11-18,2022-11-03,20 E,< 20 E,1200,680,830000000,740000000,,,,<,,,,,,,20,20,1200,680,830000000,740000000,,,E,E,,,,,,,White,1%,,6773
HVF Bottling,506,65,Flavored,Whole Chocolate,½ Gal,Plastic,2022-10-31,2022-11-18,2022-11-03,140 E,< 20 E,73000,76000,480000000,520000000,,,,<,,,,,,,140,20,73000,76000,480000000,520000000,,,E,E,,,,,,,Chocolate,Whole,,6776
HVF Bottling,506,65-1,Single Serve,Whole Chocolate,Pt,Paper,2022-10-31,2022-11-14,2022-11-03,10 E,< 20 E,61000,64000,3200000000,3400000000,,,,<,,,,,,,10,20,61000,64000,3200000000,3400000000,,,E,E,,,,,,,Chocolate,Whole,,6777
HVF Bottling,506,65-2,Single Serve,Skim Chocolate,½ Pt,Paper,2022-10-31,2022-11-14,2022-11-03,20 E,< 20 E,73000,80000,2200000000,2000000000,,,,<,,,,,,,20,20,73000,80000,2200000000,2000000000,,,E,E,,,,,,,Chocolate,Skim,,6775
Myers Century Farm,506,71,Core,Whole White Creamline,½ Gal,Plastic,2022-10-29,2022-11-19,2022-11-03,190 E,< 20 E,,,8700000,8200000,75000000,56000000,,<,,,,,,,190,20,,,8700000,8200000,75000000,56000000,E,E,,,,,,,White,Whole,Creamline,6779
Myers Century Farm,506,71-1,Core,Whole White Creamline,Gal,Plastic,2022-11-01,2022-11-22,2022-11-03,60 E,< 20 E,26000,17000,19000000,21000000,740000000,340000000,,<,,,,,,,60,20,26000,17000,19000000,21000000,740000000,340000000,E,E,,,,,,,White,Whole,Creamline,6780
Myers Century Farm,506,71-2,Core,Whole White Creamline,Qt,Plastic,2022-10-29,2022-11-19,2022-11-03,90 E,< 20 E,,,4000000,23000000,260000000,240000000,,<,,,,,,,90,20,,,4000000,23000000,260000000,240000000,E,E,,,,,,,White,Whole,Creamline,6781
Myers Century Farm,506,75,Flavored,Whole Chocolate Creamline,Qt,Plastic,2022-10-24,2022-11-14,2022-11-03,100 E,81 E,,,2100000,7000000,10000000000,84000000,,,,,,,,,100,81,,,2100000,7000000,10000000000,84000000,E,E,,,,,,,Chocolate,Whole,Creamline,6782
Ronnybrook Farm Dairy,506,81,Core,Whole White,½ Gal,Plastic,2022-10-31,2022-11-16,2022-11-03,1600,< 20 E,1100,420,54000000,44000000,,,,<,,,,,,,1600,20,1100,420,54000000,44000000,,,,E,,,,,,,White,Whole,,6787
Ronnybrook Farm Dairy,506,83,Core,Skim White,½ Gal,Plastic,2022-10-31,2022-11-16,2022-11-03,300 E,< 20 E,39000,39000,56000000,47000000,,,,<,,,,,,,300,20,39000,39000,56000000,47000000,,,E,E,,,,,,,White,Skim,,6788
Ronnybrook Farm Dairy,506,84,Core,1% White,½ Gal,Plastic,2022-10-31,2022-11-16,2022-11-03,130 E,< 20 E,1800,2100,50000000,47000000,,,,<,,,,,,,130,20,1800,2100,50000000,47000000,,,E,E,,,,,,,White,1%,,6789
Ronnybrook Farm Dairy,506,84-1,Extras,1% White,Qt,Glass,2022-10-31,2022-11-16,2022-11-03,280 E,< 20 E,110 E,< 20 E,7300,< 20 E,,,,<,,<,,<,,,280,20,110,20,7300,20,,,E,E,E,E,,E,,,White,1%,,6792
Ronnybrook Farm Dairy,506,84-2,Single Serve,1% White,12 oz,Plastic,2022-10-31,2022-11-16,2022-11-03,360 E,< 20 E,360 E,< 20 E,1700,< 20 E,,,,<,,<,,<,,,360,20,360,20,1700,20,,,E,E,E,E,,E,,,White,1%,,6793
Ronnybrook Farm Dairy,506,85,Flavored,Whole Chocolate,½ Gal,Plastic,2022-10-31,2022-11-16,2022-11-03,50 E,< 20 E,910,< 20 E,> 400000000 E,< 20 E,,,,<,,<,>,<,,,50,20,910,20,400000000,20,,,E,E,,E,E,E,,,Chocolate,Whole,,6790
Ronnybrook Farm Dairy,506,85-1,Single Serve,Whole Chocolate,12 oz,Plastic,2022-10-31,2022-11-16,2022-11-03,20 E,< 20 E,3600,2000,3300000000,960000000,,,,<,,,,,,,20,20,3600,2000,3300000000,960000000,,,E,E,,,,,,,Chocolate,Whole,,6791
Tonjes Farm Dairy,506,91,Core,Whole White Creamline,½ Gal,Plastic,2022-11-01,2022-11-20,2022-11-03,310 E,< 20 E,18000,20000,21000000,25000000,,,,<,,,,,,,310,20,18000,20000,21000000,25000000,,,E,E,,,,,,,White,Whole,Creamline,6795
Tonjes Farm Dairy,506,91-1,Core,Whole White Creamline,½ Gal,Plastic,2022-10-31,2022-11-19,2022-11-03,20 E,< 20 E,10000,11000,23000000,31000000,,,,<,,,,,,,20,20,10000,11000,23000000,31000000,,,E,E,,,,,,,White,Whole,Creamline,6796
Back to the Future Farm,507,11,Core,Whole White Creamline,½ Gal,Plastic,2023-01-08,2023-01-22,2023-01-12,3200,4500,29000000,27000000,3500000000,2700000000,,,,,,,,,,,3200,4500,29000000,27000000,3500000000,2700000000,,,,,,,,,,,White,Whole,Creamline,6813
Bethel Creamery,507,21,Core,Whole White Creamline,Qt,Plastic,2023-01-08,2023-01-29,2023-01-12,130 E,< 20 E,100 E,< 20 E,27000,> 400000 E,,,,<,,<,,>,,,130,20,100,20,27000,400000,,,E,E,E,E,,E,,,White,Whole,Creamline,6815
Bethel Creamery,507,25,Flavored,Whole Chocolate Creamline,Qt,Plastic,2023-01-03,2023-02-03,2023-01-12,110 E,< 20 E,,,240 E,40 E,,,,<,,,,,,,110,20,,,240,40,,,E,E,,,E,E,,,Chocolate,Whole,Creamline,6817
Garelick Farms of New York,507,31,Core,Whole White,½ Gal,Plastic,2023-01-09,2023-01-28,2023-01-12,90 E,< 20 E,120 E,< 20 E,240 E,< 20 E,540000,< 20 E,,<,,<,,<,,<,90,20,120,20,240,20,540000,20,E,E,E,E,E,E,,E,White,Whole,,6819
Garelick Farms of New York,507,32,Core,2% White,½ Gal,Plastic,2023-01-09,2023-01-28,2023-01-12,50 E,< 20 E,170 E,1800,32000000,63000000,2200000000,9700000000,,<,,,,,,,50,20,170,1800,32000000,63000000,2200000000,9700000000,E,E,E,,,,,,White,2%,,6820
Garelick Farms of New York,507,32-1,Extras,2% White,Gal,Plastic,2023-01-09,2023-01-28,2023-01-12,120 E,< 20 E,40000,36000,45000000,1800000000,34000000,24000000,,<,,,,,,,120,20,40000,36000,45000000,1800000000,34000000,24000000,E,E,,,,,,,White,2%,,6823
Garelick Farms of New York,507,32-2,Extras,2% White,Qt,Plastic,2023-01-09,2023-01-28,2023-01-12,60 E,< 20 E,60 E,< 20 E,610,< 20 E,3100000,< 20 E,,<,,<,,<,,<,60,20,60,20,610,20,3100000,20,E,E,E,E,,E,,E,White,2%,,6824
Garelick Farms of New York,507,33,Core,Skim White,½ Gal,Plastic,2023-01-09,2023-01-28,2023-01-12,80 E,< 20 E,49000,45000,41000000,43000000,5100000000,6900000000,,<,,,,,,,80,20,49000,45000,41000000,43000000,5100000000,6900000000,E,E,,,,,,,White,Skim,,6821
Garelick Farms of New York,507,34,Core,1% White,½ Gal,Plastic,2023-01-09,2023-01-28,2023-01-12,60 E,< 20 E,45000,66000,70000000,72000000,3500000000,3600000000,,<,,,,,,,60,20,45000,66000,70000000,72000000,3500000000,3600000000,E,E,,,,,,,White,1%,,6822
King Brothers Dairy,507,41,Core,Whole White,½ Gal,Plastic,2023-01-17,2023-02-07,2023-01-19,10 E,< 20 E,970,1100,16000000,16000000,,,,<,,,,,,,10,20,970,1100,16000000,16000000,,,E,E,,,,,,,White,Whole,,6825
King Brothers Dairy,507,42,Core,2% White,½ Gal,Plastic,2023-01-16,2023-02-06,2023-01-19,< 10 E,< 20 E,10 E,< 20 E,10 E,< 20 E,,,<,<,,<,,<,,,10,20,10,20,10,20,,,E,E,E,E,E,E,,,White,2%,,6826
King Brothers Dairy,507,42-1,Extras,2% White,Gal,Plastic,2023-01-16,2023-02-06,2023-01-19,10 E,< 20 E,10 E,< 20 E,230 E,< 20 E,,,,<,,<,,<,,,10,20,10,20,230,20,,,E,E,E,E,E,E,,,White,2%,,6828
King Brothers Dairy,507,42-2,Extras,2% White,½ Gal,Glass,2023-01-16,2023-02-06,2023-01-19,150 E,< 20 E,12000,16000,18000000,18000000,,,,<,,,,,,,150,20,12000,16000,18000000,18000000,,,E,E,,,,,,,White,2%,,6829
King Brothers Dairy,507,43,Core,Skim White,½ Gal,Plastic,2023-01-16,2023-02-06,2023-01-19,< 10 E,< 20 E,< 10 E,< 20 E,90 E,< 20 E,,,<,<,<,<,,<,,,10,20,10,20,90,20,,,E,E,E,E,E,E,,,White,Skim,,6827
King Brothers Dairy,507,45,Flavored,Whole Chocolate,½ Gal,Plastic,2023-01-16,2023-02-06,2023-01-19,10 E,< 20 E,10 E,< 20 E,11000,< 20 E,,,,<,,<,,<,,,10,20,10,20,11000,20,,,E,E,E,E,,E,,,Chocolate,Whole,,6830
King Brothers Dairy,507,45-1,Single Serve,Whole Chocolate,Pt,Plastic,2023-01-16,2023-02-06,2023-01-19,< 10 E,< 20 E,< 10 E,< 20 E,12000,6900,,,<,<,<,<,,,,,10,20,10,20,12000,6900,,,E,E,E,E,,,,,Chocolate,Whole,,6831
Mountainside Farms Dairy,507,51,Core,Whole White,½ Gal,Plastic,2023-01-16,2023-02-06,2023-01-19,510,< 20 E,10000,15000,34000000,52000000,,,,<,,,,,,,510,20,10000,15000,34000000,52000000,,,,E,,,,,,,White,Whole,,6832
Mountainside Farms Dairy,507,52,Core,2% White,½ Gal,Plastic,2023-01-16,2023-02-06,2023-01-19,250 E,< 20 E,3200,2900,37000000,40000000,,,,<,,,,,,,250,20,3200,2900,37000000,40000000,,,E,E,,,,,,,White,2%,,6833
Mountainside Farms Dairy,507,52-2,Extras,2% White,Gal,Plastic,2023-01-15,2023-02-06,2023-01-19,280 E,< 20 E,80 E,< 20 E,870,< 20 E,,,,<,,<,,<,,,280,20,80,20,870,20,,,E,E,E,E,,E,,,White,2%,,6839
Mountainside Farms Dairy,507,52-3,Extras,2% White,½ Gal,Paper,2023-01-16,2023-02-03,2023-01-19,50 E,< 20 E,70 E,< 20 E,40 E,< 20 E,,,,<,,<,,<,,,50,20,70,20,40,20,,,E,E,E,E,E,E,,,White,2%,,6840
Mountainside Farms Dairy,507,53,Core,Skim White,½ Gal,Plastic,2023-01-16,2023-02-06,2023-01-19,< 10 E,< 20 E,< 10 E,< 20 E,150 E,< 20 E,,,<,<,<,<,,<,,,10,20,10,20,150,20,,,E,E,E,E,E,E,,,White,Skim,,6834
Mountainside Farms Dairy,507,54,Core,1% White,½ Gal,Plastic,2023-01-16,2023-02-06,2023-01-19,< 10 E,< 20 E,< 10 E,< 20 E,8500,< 20 E,,,<,<,<,<,,<,,,10,20,10,20,8500,20,,,E,E,E,E,,E,,,White,1%,,6835
Mountainside Farms Dairy,507,55,Single Serve,Skim Chocolate,½ Pt,Paper,2023-01-15,2023-02-02,2023-01-19,10 E,< 20 E,2000000,2000000,7000000000,5900000000,,,,<,,,,,,,10,20,2000000,2000000,7000000000,5900000000,,,E,E,,,,,,,Chocolate,Skim,,6837
Mountainside Farms Dairy,507,55-1,Flavored,1% Chocolate,Qt,Plastic,2023-01-16,2023-02-05,2023-01-19,10 E,< 20 E,1300,1600,1700000000,1300000000,,,,<,,,,,,,10,20,1300,1600,1700000000,1300000000,,,E,E,,,,,,,Chocolate,1%,,6838
Myers Century Farm,507,61,Core,Whole White Creamline,½ Gal,Plastic,2023-01-09,2023-01-28,2023-01-12,40 E,< 20 E,570000,1400000,160000000,250000000,2000000000,2000000000,,<,,,,,,,40,20,570000,1400000,160000000,250000000,2000000000,2000000000,E,E,,,,,,,White,Whole,Creamline,6841
Myers Century Farm,507,61-1,Core,Whole White Creamline,Qt,Plastic,2023-01-09,2023-01-28,2023-01-12,120 E,< 20 E,> 400000 E,340 E,270000000,3900000,570000000,56000000,,<,>,,,,,,120,20,400000,340,270000000,3900000,570000000,56000000,E,E,E,E,,,,,White,Whole,Creamline,6842
Myers Century Farm,507,65,Flavored,Whole Chocolate Creamline,½ Gal,Plastic,2023-01-09,2023-01-28,2023-01-12,10 E,< 20 E,680000,760000,37000000,120000000,140000000,350000000,,<,,,,,,,10,20,680000,760000,37000000,120000000,140000000,350000000,E,E,,,,,,,Chocolate,Whole,Creamline,6844
Myers Century Farm,507,65-1,Single Serve,Whole Chocolate Creamline,Pt,Plastic,2023-01-09,2023-01-28,2023-01-12,20 E,< 20 E,3800000,5900000,360000000,44000000,> 40000000000 E,1900000000,,<,,,,,>,,20,20,3800000,5900000,360000000,44000000,40000000000,1900000000,E,E,,,,,E,,Chocolate,Whole,Creamline,6845
Tonjes Farm Dairy,507,71,Core,Whole White Creamline,½ Gal,Plastic,2023-01-08,2023-01-29,2023-01-12,10 E,< 20 E,90 E,140 E,18000000,19000000,,,,<,,,,,,,10,20,90,140,18000000,19000000,,,E,E,E,E,,,,,White,Whole,Creamline,6846
Tonjes Farm Dairy,507,71-1,Core,Whole White Creamline,½ Gal,Plastic,2023-01-05,2023-01-26,2023-01-12,1100,740,,,120000000,130000000,,,,,,,,,,,1100,740,,,120000000,130000000,,,,,,,,,,,White,Whole,Creamline,6847
Weissmann Farms,507,81,Core,Whole White Creamline,½ Gal,Plastic,2023-01-10,2023-01-24,2023-01-12,< 10 E,< 20 E,860,1000,21000000,25000000,780000000,540000000,<,<,,,,,,,10,20,860,1000,21000000,25000000,780000000,540000000,E,E,,,,,,,White,Whole,Creamline,6848
Weissmann Farms,507,81-1,Core,Whole White Creamline,Gal,Plastic,2023-01-09,2023-01-23,2023-01-12,< 10 E,< 20 E,30 E,< 20 E,< 10 E,< 20 E,100 E,< 20 E,<,<,,<,<,<,,<,10,20,30,20,10,20,100,20,E,E,E,E,E,E,E,E,White,Whole,Creamline,6849
Weissmann Farms,507,85,Flavored,Whole Chocolate Creamline,Qt,Plastic,2023-01-10,2023-01-24,2023-01-12,< 10 E,< 20 E,730,< 20 E,11000000,< 20 E,16000000,< 20 E,<,<,,<,,<,,<,10,20,730,20,11000000,20,16000000,20,E,E,,E,,E,,E,Chocolate,Whole,Creamline,6850
Weissmann Farms,507,86,Flavored,Whole Vanilla,Qt,Plastic,2023-01-09,2023-01-23,2023-01-12,< 10 E,< 20 E,< 10 E,< 20 E,< 10 E,< 20 E,< 10 E,< 20 E,<,<,<,<,<,<,<,<,10,20,10,20,10,20,10,20,E,E,E,E,E,E,E,E,Vanilla,Whole,,6851
Cornell University,508,11,Core,Whole White,½ Gal,Plastic,2023-02-07,2023-03-02,2023-02-09,10 E,< 20 E,10 E,< 20 E,< 10 E,< 20 E,< 10 E,< 20 E,,<,,<,<,<,<,<,10,20,10,20,10,20,10,20,E,E,E,E,E,E,E,E,White,Whole,,6858
Cornell University,508,12,Core,2% White,½ Gal,Plastic,2023-02-07,2023-03-02,2023-02-09,< 10 E,< 20 E,10 E,< 20 E,< 10 E,< 20 E,< 10 E,< 20 E,<,<,,<,<,<,<,<,10,20,10,20,10,20,10,20,E,E,E,E,E,E,E,E,White,2%,,6859
Cornell University,508,12-1,Single Serve,2% White,½ Pt,Plastic,2023-02-07,2023-03-02,2023-02-09,< 10 E,< 20 E,< 10 E,< 20 E,< 10 E,< 20 E,< 10 E,< 20 E,<,<,<,<,<,<,<,<,10,20,10,20,10,20,10,20,E,E,E,E,E,E,E,E,White,2%,,6861
Cornell University,508,12-2,Extras,2% White,Bag,Plastic,2023-02-07,2023-03-02,2023-02-09,< 10 E,< 20 E,< 10 E,< 20 E,10 E,< 20 E,3000,< 20 E,<,<,<,<,,<,,<,10,20,10,20,10,20,3000,20,E,E,E,E,E,E,,E,White,2%,,6863
Cornell University,508,13,Core,Skim White,½ Gal,Plastic,2023-02-07,2023-03-02,2023-02-09,< 10 E,< 20 E,< 10 E,< 20 E,< 10 E,< 20 E,< 10 E,< 20 E,<,<,<,<,<,<,<,<,10,20,10,20,10,20,10,20,E,E,E,E,E,E,E,E,White,Skim,,6860
Cornell University,508,15,Single Serve,1% Chocolate,½ Pt,Plastic,2023-02-07,2023-03-02,2023-02-09,< 10 E,< 20 E,< 10 E,< 20 E,1300,< 20 E,5800000,< 20 E,<,<,<,<,,<,,<,10,20,10,20,1300,20,5800000,20,E,E,E,E,,E,,E,Chocolate,1%,,6862
Family Farmstead Dairy,508,21,Core,Whole White Creamline,½ Gal,Plastic,2023-02-06,2023-02-28,2023-02-09,10 E,< 20 E,5500,17000,44000000,37000000,,,,<,,,,,,,10,20,5500,17000,44000000,37000000,,,E,E,,,,,,,White,Whole,Creamline,6864
Family Farmstead Dairy,508,21-1,Core,Whole White Creamline,Qt,Plastic,2023-02-07,2023-03-01,2023-02-09,10 E,< 20 E,4800,3900,48000000,46000000,,,,<,,,,,,,10,20,4800,3900,48000000,46000000,,,E,E,,,,,,,White,Whole,Creamline,6865
Family Farmstead Dairy,508,21-2,Core,Whole White Creamline,½ Gal,Plastic,2023-02-03,2023-02-24,2023-02-09,2500,3200,,,38000000,48000000,,,,,,,,,,,2500,3200,,,38000000,48000000,,,,,,,,,,,White,Whole,Creamline,6866
Midland Farms,508,31,Core,Whole White,½ Gal,Plastic,2023-02-03,2023-02-22,2023-02-10,300 E,< 20 E,,,1900,< 20 E,2300000,< 20 E,,<,,,,<,,<,300,20,,,1900,20,2300000,20,E,E,,,,E,,E,White,Whole,,6867
Midland Farms,508,32,Core,2% White,½ Gal,Plastic,2023-02-07,2023-02-25,2023-02-10,610,< 20 E,640,40 E,21000000,36000000,50000000,64000000,,<,,,,,,,610,20,640,40,21000000,36000000,50000000,64000000,,E,,E,,,,,White,2%,,6868
Midland Farms,508,32-1,Single Serve,2% White,½ Pt,Paper,2023-02-07,2023-02-25,2023-02-10,510,480,12000000,27000000,1000000000,1100000000,460000000,1700000000,,,,,,,,,510,480,12000000,27000000,1000000000,1100000000,460000000,1700000000,,,,,,,,,White,2%,,6871
Midland Farms,508,32-2,Extras,2% White,Gal,Plastic,2023-02-07,2023-02-25,2023-02-10,460,< 20 E,630,< 20 E,45000,38000,28000000,11000000,,<,,<,,,,,460,20,630,20,45000,38000,28000000,11000000,,E,,E,,,,,White,2%,,6873
Midland Farms,508,32-3,Extras,2% White,Qt,Plastic,2023-02-03,2023-02-22,2023-02-10,20 E,20 E,,,14000000,15000000,1400000000,970000000,,,,,,,,,20,20,,,14000000,15000000,1400000000,970000000,E,E,,,,,,,White,2%,,6874
Midland Farms,508,33,Core,Skim White,½ Gal,Plastic,2023-02-01,2023-02-19,2023-02-10,18000,41000,,,60000000,31000000,52000000,860000000,,,,,,,,,18000,41000,,,60000000,31000000,52000000,860000000,,,,,,,,,White,Skim,,6869
Midland Farms,508,34,Core,1% White,½ Gal,Plastic,2023-02-07,2023-02-25,2023-02-10,440,< 20 E,760,< 20 E,77000,< 20 E,7100000,< 20 E,,<,,<,,<,,<,440,20,760,20,77000,20,7100000,20,,E,,E,,E,,E,White,1%,,6870
Midland Farms,508,35,Single Serve,Skim Chocolate,½ Pt,Paper,2023-02-07,2023-02-25,2023-02-10,60 E,< 20 E,2900,3000,1300000000,690000000,4400000000,1100000000,,<,,,,,,,60,20,2900,3000,1300000000,690000000,4400000000,1100000000,E,E,,,,,,,Chocolate,Skim,,6872
Upstate Buffalo,508,41,Core,Whole White,½ Gal,Plastic,2023-02-14,2023-03-03,2023-02-16,< 10 E,< 20 E,< 10 E,< 20 E,< 10 E,< 20 E,80 E,< 20 E,<,<,<,<,<,<,,<,10,20,10,20,10,20,80,20,E,E,E,E,E,E,E,E,White,Whole,,6884
Upstate Buffalo,508,41-1,Single Serve,Whole White,Pt,Plastic,2023-02-13,2023-03-04,2023-02-16,< 10 E,< 20 E,< 10 E,< 20 E,10 E,< 20 E,1600,1100,<,<,<,<,,<,,,10,20,10,20,10,20,1600,1100,E,E,E,E,E,E,,,White,Whole,,6905
Upstate Buffalo,508,42,Core,2% White,½ Gal,Plastic,2023-02-14,2023-03-03,2023-02-16,< 10 E,< 20 E,< 10 E,< 20 E,10 E,< 20 E,< 10 E,< 20 E,<,<,<,<,,<,<,<,10,20,10,20,10,20,10,20,E,E,E,E,E,E,E,E,White,2%,,6885
Upstate Buffalo,508,42-1,Single Serve,2% White,½ Pt,Paper,2023-02-14,2023-03-03,2023-02-16,< 10 E,< 20 E,< 10 E,< 20 E,< 10 E,< 20 E,100 E,< 20 E,<,<,<,<,<,<,,<,10,20,10,20,10,20,100,20,E,E,E,E,E,E,E,E,White,2%,,6888
Upstate Buffalo,508,42-2,Extras,2% White,Gal,Plastic,2023-02-14,2023-03-03,2023-02-16,< 10 E,< 20 E,10 E,< 20 E,< 10 E,< 20 E,1700,< 20 E,<,<,,<,<,<,,<,10,20,10,20,10,20,1700,20,E,E,E,E,E,E,,E,White,2%,,6894
Upstate Buffalo,508,43,Core,Skim White,½ Gal,Plastic,2023-02-14,2023-03-03,2023-02-16,< 10 E,< 20 E,< 10 E,< 20 E,7000,< 20 E,32000000,< 20 E,<,<,<,<,,<,,<,10,20,10,20,7000,20,32000000,20,E,E,E,E,,E,,E,White,Skim,,6886
Upstate Buffalo,508,44,Core,1% White,½ Gal,Plastic,2023-02-14,2023-03-03,2023-02-16,< 10 E,< 20 E,< 10 E,< 20 E,< 10 E,< 20 E,50 E,< 20 E,<,<,<,<,<,<,,<,10,20,10,20,10,20,50,20,E,E,E,E,E,E,E,E,White,1%,,6887
Upstate Buffalo,508,45,Single Serve,1% Chocolate,½ Pt,Paper,2023-02-13,2023-03-02,2023-02-16,< 10 E,< 20 E,< 10 E,< 20 E,52000,< 20 E,78000000,< 20 E,<,<,<,<,,<,,<,10,20,10,20,52000,20,78000000,20,E,E,E,E,,E,,E,Chocolate,1%,,6889
Upstate Buffalo,508,45-1,Single Serve,1% Chocolate,Pt,Plastic,2023-02-13,2023-03-04,2023-02-16,< 10 E,< 20 E,< 10 E,< 20 E,42000,< 20 E,44000000,< 20 E,<,<,<,<,,<,,<,10,20,10,20,42000,20,44000000,20,E,E,E,E,,E,,E,Chocolate,1%,,6890
Upstate Buffalo,508,45-2,Flavored,Whole Chocolate,Qt,Plastic,2023-02-13,2023-03-02,2023-02-16,10 E,< 20 E,20 E,< 20 E,6600,140 E,> 400000000 E,3300,,<,,<,,,>,,10,20,20,20,6600,140,400000000,3300,E,E,E,E,,E,E,,Chocolate,Whole,,6891
Upstate Buffalo,508,46,Single Serve,Whole Vanilla,Pt,Plastic,2023-02-13,2023-03-04,2023-02-16,10 E,< 20 E,40 E,< 20 E,11000,< 20 E,190000000,< 20 E,,<,,<,,<,,<,10,20,40,20,11000,20,190000000,20,E,E,E,E,,E,,E,Vanilla,Whole,,6892
Upstate Buffalo,508,46-1,Single Serve,Whole Strawberry,Pt,Plastic,2023-02-13,2023-03-04,2023-02-16,< 10 E,< 20 E,20 E,< 20 E,1700,< 20 E,4200000,< 20 E,<,<,,<,,<,,<,10,20,20,20,1700,20,4200000,20,E,E,E,E,,E,,E,Strawberry,Whole,,6893
Upstate Syracuse,508,51,Core,Whole White,½ Gal,Plastic,2023-02-13,2023-03-05,2023-02-16,20 E,< 20 E,1600,1500,52000000,53000000,,,,<,,,,,,,20,20,1600,1500,52000000,53000000,,,E,E,,,,,,,White,Whole,,6895
Upstate Syracuse,508,51-1,Extras,Whole White,½ Gal,Glass,2023-02-13,2023-03-05,2023-02-16,10 E,< 20 E,4100,9300,5700000,34000000,,,,<,,,,,,,10,20,4100,9300,5700000,34000000,,,E,E,,,,,,,White,Whole,,6904
Upstate Syracuse,508,52,Core,2% White,½ Gal,Plastic,2023-02-13,2023-03-05,2023-02-16,20 E,< 20 E,600,700,40000000,43000000,,,,<,,,,,,,20,20,600,700,40000000,43000000,,,E,E,,,,,,,White,2%,,6896
Upstate Syracuse,508,52-1,Single Serve,2% White,½ Pt,Paper,2023-02-13,2023-03-05,2023-02-16,30 E,< 20 E,40 E,< 20 E,50 E,< 20 E,,,,<,,<,,<,,,30,20,40,20,50,20,,,E,E,E,E,E,E,,,White,2%,,6899
Upstate Syracuse,508,52-2,Extras,2% White,Gal,Plastic,2023-02-13,2023-03-05,2023-02-16,< 10 E,< 20 E,30 E,40 E,13000000,11000000,,,<,<,,,,,,,10,20,30,40,13000000,11000000,,,E,E,E,E,,,,,White,2%,,6902
Upstate Syracuse,508,53,Core,Skim White,½ Gal,Plastic,2023-02-13,2023-03-05,2023-02-16,20 E,< 20 E,1000,860,10000000,8600000,,,,<,,,,,,,20,20,1000,860,10000000,8600000,,,E,E,,,,,,,White,Skim,,6897
Upstate Syracuse,508,53-1,Extras,Skim White,Gal,Plastic,2023-02-13,2023-03-05,2023-02-16,10 E,< 20 E,12000,21000,570000000,1800000000,,,,<,,,,,,,10,20,12000,21000,570000000,1800000000,,,E,E,,,,,,,White,Skim,,6903
Upstate Syracuse,508,54,Core,1% White,½ Gal,Plastic,2023-02-13,2023-03-05,2023-02-16,30 E,< 20 E,980,1100,19000000,49000000,,,,<,,,,,,,30,20,980,1100,19000000,49000000,,,E,E,,,,,,,White,1%,,6898
Upstate Syracuse,508,55,Single Serve,1% Chocolate,½ Pt,Paper,2023-02-13,2023-03-02,2023-02-16,40 E,< 20 E,50 E,< 20 E,13000,< 20 E,,,,<,,<,,<,,,40,20,50,20,13000,20,,,E,E,E,E,,E,,,Chocolate,1%,,6900
Upstate Syracuse,508,55-1,Flavored,1% Chocolate,½ Gal,Plastic,2023-02-13,2023-03-02,2023-02-16,< 10 E,< 20 E,30 E,< 20 E,7000,< 20 E,,,<,<,,<,,<,,,10,20,30,20,7000,20,,,E,E,E,E,,E,,,Chocolate,1%,,6901
Upstate Syracuse,508,55-2,Flavored,1% Chocolate,Gal,Plastic,2023-02-13,2023-03-02,2023-02-16,20 E,< 20 E,< 10 E,< 20 E,3800,< 20 E,,,,<,<,<,,<,,,20,20,10,20,3800,20,,,E,E,E,E,,E,,,Chocolate,1%,,6906
Valley Farms,508,61,Core,Whole White,½ Gal,Plastic,2023-02-06,2023-02-23,2023-02-09,20 E,< 20 E,10 E,< 20 E,20 E,< 20 E,,,,<,,<,,<,,,20,20,10,20,20,20,,,E,E,E,E,E,E,,,White,Whole,,6876
Valley Farms,508,62,Core,2% White,½ Gal,Plastic,2023-02-06,2023-02-23,2023-02-09,30 E,< 20 E,12000,18000,27000000,56000000,,,,<,,,,,,,30,20,12000,18000,27000000,56000000,,,E,E,,,,,,,White,2%,,6877
Valley Farms,508,62-1,Single Serve,2% White,½ Pt,Paper,2023-02-06,2023-02-23,2023-02-09,< 10 E,< 20 E,< 10 E,< 20 E,30 E,20 E,,,<,<,<,<,,,,,10,20,10,20,30,20,,,E,E,E,E,E,E,,,White,2%,,6880
